Nombre_Carretera,Cantidad_Viajes
Calle Bartolomé Esteban Murillo,2
Calle Chopó,2
Calle Hierro,2
Calle Orquídeas,2
Calle Roldan,2
Calle Miraflores,2
Calle Copilco,2
Calle Valle de Marañón,2
Calle Granado,2
Calle Doctor José María Barragán,2
Calle Pedro Miranda,2
Calle Telchac,2
Calle Roldán,2
Cerrada Pinos,2
Calle Cincel,2
Calle Rosarinos,2
Calle Avándaro,2
Avenida Fuerza Aérea Mexicana,2
Plaza Chichen Itzá,2
Circuito Novelistas,2
Calle El Cárcamo,2
Lateral Norte Fray Servando,2
Oriente 82,2
Primera Cerrada Emiliano Zapata,2
Privada Escondida,2
Cerrada de Cecati,2
Privada Guillermo Prieto,2
Calle Plomo,2
Boulevard Emiliano Zapata,2
Boulevard Capri,2
Calle Lago Hielmar,2
Avenida 3,2
Cerrada del Campo,2
Calle Tetrazzini,2
Calle Industria,2
Avenida Ixtacala,2
Calle Playa Flamingos,2
Segunda Cerrada Emiliano Zapata,2
Calle Arroyo Atlalco,2
Mar del Coral,2
Andador 17,2
Calle Hacienda de Acambay,2
Camino Ermitaño,2
Calle Plan de Ayala,2
Cerrada Tolnelpantla,2
Calle Oriente 171,2
Calle Rancho La Laguna,2
Cerrada 3ª,2
Avenida de Parque,2
Calle Gobernador José Gómez de la Cortina,2
Calle Acordada,2
Calle Oriente 154,2
Sur 128,2
Entrance to Mega Parking,2
Calle Jacintos,2
Carretera Federal 150D Cuota,2
Calle Ahorro Postal,2
Calle Tebas,2
Calle Boca del Río,2
Calle Emilio Laurent,2
Calle Vorohio,2
Calle Lote 2,2
Calle Salvador Novo,2
Cerrada Segunda,2
Calle Contoy,2
Calle Playa Cortés,2
Calle Palma Norte,2
Primera Cerrada De Los Maestros,2
Calle Alegre,2
Cerrada Taxqueña,2
Calle Joaquín de la Vega,2
Calle José Alvarado,2
Cerrada Fernando Celada,2
Calle Milagro,2
Cerrada Paloma Doméstica,2
Calle Catalina Buendía,2
Calle Río Peritas,2
Calle Monterrey,2
Avenida Valle de las Zapatas,2
Privada Ejido,2
Calle Erasmo Castellanos Quinto,2
Calle Nogal de la India,2
Avenida Instituto Técnico Industrial,2
Calle Tallo,2
Privada Galiancitas,2
Calle Country Club,2
Calle Mimosa,2
Calle Reforma Agraria,2
Calle El Vergel,2
Calle Teófilo Nore,2
Avenida Czda San Bernardino,2
Calle Villa Florida,2
Avenida de las Fuentes,2
Calle Jardín,2
Segunda Cerrada Luis Carracci,2
Bulevar Independencia,2
Calle Capri,2
Calle Oroya,2
Calle Lago Garda,2
Privada Ceiba,2
Avenida Cerro del Encinal,2
Calle Sur 126,2
Calle Rayón,2
Gran Avenida,2
Calle Mixtecas,2
Calle Coatepec,2
Calle Temapache,2
Calle Nocturno,2
Calle Cuautepec,2
Correo Mayor,2
Cerrada Tercera Francisco Villa,2
Calle Tamiahua,2
Calle Cenzotle,2
Carretera a Cuautzingo,2
Calzada San Francisco Cuautlalpan,2
Calle Rembrandt,2
Zapotecas,2
Segunda Cerrada Jardines de la Viña,2
Calle República de Venezuela,2
Privada Jacarandas,2
Calle Gobernador M. González Calderón,2
Plaza Manuel Tolsá,2
Calle Sur 125 A,2
Calle Gobernador Justino Fernández,2
Cerrada Allende,2
Avenida General Severino Ceniceros,2
Avenida de las Vías,2
Calle Llano Redondo,2
Calle Jardines,2
Avenida Luis Espinoza,2
Calle Lucas Alamán,2
Calle Monumento a la Revolución,2
Andador Amacuzac,2
Calle Mercurio,2
Calle Tejocote,2
Calle Tecualiapan,2
Calle San Jacinto,2
Calle Anenecuilco,2
Calle Paralela 7,2
Calle Cerro de las Palomas,2
Calle L. de Montebello,2
Avenida Río de Guadalupe,2
Calle El Bordo,2
Calle Santa Margarita,2
Calle Abubillas,2
Privada Segundo Camino Del Rosal,2
Cerrada Primera 12 de Diciembre,2
León,2
Calle Tarasquillo,2
Calle Estío,2
Calle Platón,2
Calle Quito,2
Calle Doctor Roberto Solís Quiroga,2
Batalla de Loma Alta,2
Avenida 2,2
Calle Alfareria,2
Calle Rosa Reina,2
Calle Paseo De San Francisco,2
Calle Castilla Oriente,2
Calle Froylán C. Manjarrez,2
Calle Cereales,2
Calle Chimus,2
Calle Norte 1-K,2
Calle Bahía de Pescadores,2
Calle Circunvalación,2
Calle Messina,2
Seminario,2
Calle Ensenada,2
Cerrada Tinoco,2
Cerrada Villa Residencial,2
Calle Gobernador José María Tornel,2
Camino a Nextengo,2
Avenida Cegor,2
Calle G. Pedraza,2
Callejón Nopal,2
Calle Cerro las Torres,2
Avenida Valle del Jucar,2
Calle Lira,2
Calle Invierno,2
Calle Jarciería,2
Andador 1 Preciat,2
Calle Estio,2
Calle Baltazar Borrayos,2
Primera Cerrada Guillermo Prieto,2
Segunda de Augusto Rodin,2
Calle Lago Hurón,2
Cerrada Raquel Banda Farfán,2
Segunda Cerrada José López Portillo,2
Calle Honorato Leal,2
Calle Iliada,2
Río Nilo,2
Calle Aída,2
Calle Penca,2
Cuarta Cerrada del Imán,2
Avenida Halcón,2
Álvaro Obregón,2
Calle Doctor Rafaél Lucio,2
Primer Retorno Catalina Buendía,2
Prolongación Emiliano Zapata,2
5° Cerrada de Manuela Cañizares,2
Calle Malintzin,2
Calle Norte 74 A,2
Calle Felipe Carillo Puerto,2
Calle Torres Adalid,2
Avenida Sinatel,2
Calle Ambrosio del Pino,2
Calle Tulcingo,2
Calle Vereda,2
Calle José María Olloqui,2
Avenida Niños Héroes,2
Cerrada del Pino,2
Calle Lacandones,2
Avenida República Federal del Sur,2
Segunda Cerrada Cachopa,2
Calle Julio S Gayarre,2
Calle Manuel de la Peña y Peña,2
Privada León García,2
Avenida México Norte,2
Calle Cananea,2
Cerrada Eleuterio Méndez,2
Calle Tajín,2
Privada Ajusco,2
Avenida Doctor Jorge Jiménez Cantú,2
Calle Tepetate,2
Calle Flor de Mayo,2
Privada Hidalgo,2
Avenida Carmen Serdán,2
Giotto,2
Camino San Juán de Aragón,2
Avenida Tero,2
Avenida Héroe de Granaditas,2
Avenida Ignacio López Rayón,2
General A. Cárdenas Rodríguez,2
Calle Río Papaloapan,2
Avenida Camino Real,2
Calle Gómez Farías,2
Callejón Tercero Cuauhtémoc,2
Calle Bertha,2
Calle Marino Mozco,2
Calle Campo Cantemoc,2
Calle Isaac Ochoterena,2
Cerrada Cuauhtémoc,2
2ª Cerrada Órgano,2
Cerrada Estrella de Belén,2
Calle Izcatepec,2
Calle Faisán,2
Calle Balboa,2
Calle Buena Suerte,2
Calle Tirso de Molina,2
Calle Anna Karenina,2
Calle Xocongo,2
Calle Hacienda Totoapan,2
Prolongación Artificios,2
Calle Hacienda del Rosario,2
Calle Pablo Neruda,2
Avenida Sacramento,2
Calle Arroyo Tláloc,2
Calle Manuel Gándara,2
Calle Gobernador Profesor Carlos Hank González,2
Avenida del Ferrocarril Mexicano,2
Calle La Magdalena,2
3ª Cerrada de Minas,2
Calle Lago Tasimay,1
Cerrada Tercera Muyuguarda,1
Calle Ticomán,1
Calle Santa Ana,1
Calle Maravillas,1
Calle Havre,1
Salvador Guzmán,1
Calle Florentino Castro López,1
Calle Andrómeda,1
Calle San Rafaél,1
Circuito de los Parques,1
Calle José María Mata,1
Calle Rancho Camichines,1
Calle Tinajas,1
Calle Algodonales,1
Calle Monasterio,1
Calle Delicias,1
Calle Pekín,1
Privada Florentino Castro,1
Calle Juan Cuamatzín,1
Calle Geranios,1
Cerrada Félix Cuevas,1
Calle Comisión Nacional Agraria,1
Calle San Buenaventura,1
Calle Santa Cruz Atenco,1
Calle Campo Arroyo Claro,1
Andador Tercero,1
Calle Copa de Oro,1
Calle del Portón,1
Miguel Lira,1
Calle Bonanza,1
Calle Licenciado Portugal,1
Privada San Francisco Lote 10,1
Calle Oriente 245,1
Calle Oculistas,1
Calle Fausto Vega,1
Cerrada Olimpia,1
Calle Álabe,1
Andador Jardín del Centenario,1
Calle Monte Alto,1
Calle Oriente 148,1
Última Cerrada Centenario,1
Privada Primera de Hidalgo,1
Calle Del Parque,1
Calle Manuel Mujia,1
Privada Río Pilcomayo,1
20 de Noviembre,1
Calle Oriente 114,1
Calle 20 de Agosto,1
Calle Norte 45,1
Calle los Pirineos,1
Calle Cráter Kepler,1
Calle Umán,1
Peatonal 14 Mariquita Sánchez,1
Calle Ola,1
Cerrada Teja,1
Calle Trojes,1
1ª Cerrada del Moral,1
Retorno 107,1
Encino,1
Calle Libra,1
Lateral Oriente Licenciado Genaro García,1
Bosque de los Abetos,1
Retorno 1 de Acoxpa,1
Calle Bahía Montejo,1
Cerrada Doctor José Ignacio Bartolache,1
Calle Tilos,1
Cerrada Segunda Gavillero,1
Calle Hermosillo,1
Privada Lago de las Truchas,1
Calle Erasmo Rodea,1
Santa Fe,1
Calle Lago Andrómaco,1
Distribuidor Vial General Jose Maria Morelos,1
Sur 112-A,1
Calle Abelardo Rodríguez,1
Calle Físicos,1
Calle Calandrias,1
Privada Segunda Plan de San Luis,1
1ra Cerrada de Juan Enriquez,1
Privada Canal de Guadalupe,1
Cerrada Retorno 65,1
Mexibús L1 y L4,1
Camino Real al Ajusco,1
Calle Plaza Flamingos,1
Sexta Cerrada,1
Calle Paradero,1
Sur 114,1
Calle General Francisco Fagoaga,1
Callejón Zaragoza,1
Calle La Bohemia,1
Privada Venustiano Carranza,1
Calle Tunkás,1
Calle Matanzas,1
Calzada Plutarco Elías Calles,1
Cerrada de Palmitas,1
Calle 150,1
Andador Circuitos Mineros,1
Calle Relojeros,1
Calle Valle de Moctezuma,1
Andador 59,1
Cerrada Malinche,1
Camino Real al Oyameyo,1
Calle Tipografía,1
Calle Puerto Rico,1
Callejón Primavera,1
Calle Batallón Fijo de Veracruz,1
Calle Cerro Quetzal,1
Calle Pastorelas,1
Calle Pedro Calderón de la Barca,1
Calle Ecuatorianos,1
Avenida De Recursos Hidráulicos,1
Camino a la Piedra del Comal,1
Puerto Madero,1
Puerto Tampico,1
Privada Primera Privada Francisco I. Madero,1
Calle Refinería de Minatitlán,1
Calle 3 de Junio de 1861,1
Calle Atlético de Bilbao,1
Cerrada Atzacan,1
Privada Segunda Lago Mask,1
Calle Sur 85,1
Circuito Maestro Mario de la Cueva,1
José de Jesús Villa Padierna,1
Cerrada Paseo de la Tortuga,1
Andador 62,1
Calle José Tartini,1
Calle 2 Dominigo Ríos,1
Avenida El Farol,1
Calle Ahuehuetes,1
Calle Atzacan 1,1
Proloncación Ingenieros Electricistas,1
11ª Cerrada Cáliz,1
Segundo Andador de Rosa Zaragoza,1
Privada Cantera,1
Avenida 519,1
Calle Ernesto P. Uruchurtu,1
Segunda Cerrada de Hidalgo,1
Avenida Progreso Municipal,1
Avenida Naucalpan,1
Cerrada Primera Serapio Rendón,1
Calle San Benito,1
Calle Castor,1
Calle Manuel Caballero,1
Calle Rey Hueman,1
Calle Dolores Guerrero,1
Cerrada J. A. Jiménez,1
Sur 116,1
Cerrada Omega,1
Calle Merlusa,1
Calle Doctor General José María Rodríguez,1
Ermenegildo Cedillo,1
Calle Santa Clara,1
Tercera Cerrada Héroe de Nacozari,1
Calle Guillaín,1
Calle Radio,1
Calle Cuaucontle,1
Avenida Manuel Luis Stampa Ortigoza,1
Calle Pierre de Coubertin,1
Calle Silos,1
Privada del Bordo,1
Privada Módulo 23,1
Calle Rancho Cosolapa,1
Calle Yolanda,1
Avenida 487,1
Cerrada Primera Tepexpan,1
Calle Rocha y Pardiñas,1
Cerrada Oriente 217 B,1
Calle Mina de Zinc,1
Calle Poniente 11,1
Calle Sur 83 B,1
Calle James Sullivan,1
Cerrada Primera Monte Calvario,1
Calle Tlaxcaltecas,1
Avenida Indepedencia,1
Privada Maple Retorno 1,1
Calle Fray Pedro de Gante,1
Calle Reno,1
Calle Turquesa,1
Andador 24,1
Temoayac,1
Avenida Henares,1
Calle Marcos N. Méndez,1
Calle Zapotecas,1
Calle Palestina,1
Calle Concepción Álvarez,1
Calle Villa Fría,1
Calle Torres,1
Calle Acámbaro,1
Privada Escuela Superior de Guerra,1
Casma,1
Cerrada Camino Belén,1
Avenida Cicerón,1
Calle Villa Brana,1
Calle Rocíos,1
Calle Impala,1
Cerrada Primera López Mateos,1
Calle Pera Verdinal,1
Calle Sagrado Corazón Oriente,1
Calle Venadito,1
Privada Xicomulco,1
Calle Pavo Real,1
Calle Jacinto Canek,1
Calle Coralina,1
Calle Nacional,1
Cerrada A. Zubiel,1
Calle Río Huarache,1
Retorno 26,1
Calle Alfajayucán,1
Casa del Obrero Mundial,1
Calle Eugenia Ramírez,1
Av. Gran Canal del Desagüe,1
Avenida Ignacio Aldama,1
Cuarta Cerrada 10,1
Cerrada Primera Tenango,1
Cerrada Asunción 115,1
Calle Clavel Norte,1
Prolongación Maíz,1
Calle Villa Figueroa,1
Calle la Granja,1
Calle Río Frío,1
Calle Cotija,1
Calle Cantera,1
Calle Bosque De Limoneros,1
Avenida El Torreón,1
Cerrada Retorno 56,1
Privada Santa Cruz,1
Avenida Casa de la Moneda,1
Avenida Nezahualcóyotl,1
Calle Pascual Ortiz Rubio,1
Calle Cataratas Saúl Leven,1
Calle Lago Espiridino,1
Francisco Javier Mina,1
Privada 7ª Francisco I. Madero,1
Cerrada 2,1
Calle Oriente 159,1
Prolongación Ayle,1
Calle Álvaro Reséndiz,1
Calle Parque del Castillo,1
Calle Adelina Patti,1
Calle Papantla,1
Calle K,1
Calle Lenguas Indígenas,1
Callejón de la Cazuela,1
Séptima Cerrada Galeana,1
Calle Paso de la Nieve,1
Calle 4 Elvira Vargas,1
Privada Camino Real a Toluca,1
Calle Doña Juana,1
Calle Campo Xóchitl,1
Cerrada Sauces,1
Camino Real a San Lorenzo,1
Calle Sagrado Corazón Poniente,1
Calle Xochiquétzal,1
Calle Cuamiagua,1
Calle Norte 86,1
Calle Cachita,1
Calle Eusebio Rosas de la Rosa,1
Calle Estrella Boreal,1
Calle Salvador Guzmán,1
Calle Nochebuena,1
Calle Amanecer,1
Avenida Michoacán Oriente,1
Avenida Henry Ford,1
Privada Plaza Mitla,1
Cerrada Ampliación Valle de Luces,1
Bugambilias,1
Calle Luis Gonzaga Inclán,1
Callejón San Fernando,1
Calle Chichimecas,1
Calle Hacienda Torrecillas,1
Calle Mimosas,1
Calle Monte Elbruz,1
Francisco Álvarez del Castillo,1
Andador Primer,1
Calle Palacio de Iturbide,1
Privada Calandrias,1
1ª Cerrada,1
Calle Melchor Muzquiz,1
Calle Manzana,1
Calle Plaza Centenario,1
Calle Oriente 95,1
Calle Zinacantepec Poniente,1
Calle 15 de Abril de 1919,1
Retorno Loma Bonita,1
Calle Quiches,1
Calle Ingeniero José de Jesús Reynoso,1
Calle Garrido,1
Calle Oxo,1
Calle Hacienda de la Escalera,1
Enrique Borde Mangel,1
Calle José Peón del Valle,1
Calle Miguel Ocaranza,1
Privada Segunda de Hidalgo,1
Calle Cordilleras,1
Calle La Serranía,1
Calle Tinum,1
Calle Javier Martínez,1
Prolongación Álvaro Obregón,1
Calle Rosa Te,1
Cerrada Segunda Palma,1
Avenida 10,1
Avenida San José de los Cedros,1
Calle 10-A,1
Calle Cerro del Cofre,1
Calle Rosa de Bengala,1
Calle Catalina González,1
Calle Polipodio,1
Andador M. de Chicago,1
Avenida Don Luis,1
Avenida Vía Real,1
Calle Cuicacalli,1
Calle Pindaro,1
Calle Geógrafos,1
Camino de la Cruz,1
Calle Norte 35,1
Calle Villa Nueva de la Condesa,1
Avenida Valle de Arizpe,1
Calle Luis Donaldo Colosio Murrieta,1
2a. Cerrada de Emrpesa Ejidal,1
Lateral México - Puebla,1
Calle Paso de las Palmillas,1
Privada 2 de Abril,1
Calle Sierra Mijes,1
25 de Diciembre,1
Calle Miguel de Mendoza,1
Calle Campa,1
Cerrada Valle del Gorrión,1
Calle Tecolotes,1
Calle Cerro de la Culebra,1
Calle José Guadalupe López Velarde,1
Calle Chilapa,1
Calle Yamoli,1
Calle Caleta,1
Calle Antonia,1
Calle Lago Como,1
Segunda Calle de 5 de Mayo,1
Privada Villa Geriz,1
Calle Jarcia,1
Calle Paseo Capulines,1
Cerrada Madreselva,1
Avenida Adolfo Ruiz Cortinez,1
Calle la Sirena,1
Privada Progreso,1
Calle Mar Negro,1
Calle Norte 83-A,1
Calle Teotihuacán,1
Tercera Sánchez Colín,1
Callejón Reforma,1
Calle Metepec,1
Calle Ixtapaluca,1
Privada Lirio,1
Calle Cocodrilo,1
Calle Amatista,1
Calle Purísima,1
Calle República de Bolivia,1
Avenida de la Paz,1
Calzada Canal,1
Calle Chuburná,1
Diagonal Gladiolas,1
Avenida Playa Pie de la Cuesta,1
Calle Mariana Rodríguez,1
Avenida Insurgentes,1
Callejón Primer Francisco Javier Mina,1
Privada Noche Buena,1
Calle Boris Godonov,1
Poniente 75-B,1
Calle El Monte,1
Privada Filipinas,1
Calle Rosa de los Ángeles,1
Avenida Don Juan,1
Calle Monte Blanco,1
Cerrada Progreso,1
Calle Villa Federal,1
Calle Mar de los Nublados,1
Cerrada Primera Real de San Martín,1
Amapolas,1
Calle Vicuña,1
Andador 20 de Marzo,1
Calle José Arrese,1
Cerrada Tercera Empresa Ejidal,1
Callejón Flamencos,1
Cerrada Primera Girasol,1
Cerrada Oyametla,1
Calle Salina Cruz,1
Calle Paula Peraldo,1
Calle La Cucaracha,1
Prolongación Cuauhtémoc,1
Calle José López Portillo,1
Calle Valsequillo,1
Calle Puquinas,1
Privada Fuentes Brotantes,1
Amaranto,1
Calle Quisquemel,1
Calle Sur 147,1
Calle Magistrados,1
Primera Privada Polienios,1
Cerrada Salsipuedes,1
Calle 12 Metros,1
Calle Mixcoac,1
Valentín Gómez Farías,1
Cda. Venustiano Carranza,1
Calle Hilario Esparza,1
Primera Cerrada Higuera,1
Calle Cerro de los Alpes,1
Avenida Mariano Matamoros,1
Calle Flor Silvestre,1
Calle Lago Kolind,1
Calle Ahueyotl,1
Cerrada Loma Linda,1
Calle Canteros,1
Calle Rosa Morada,1
Calle Oriente 17,1
Cerrada de la Iliada,1
Calle Tijuana,1
Calle Oriente 237 B,1
Andador El Centinela,1
Callejón Álabe,1
2a Cerrada de los Corceles,1
Privada Domingo González,1
Privada José Mancisidor,1
Calle Refinería de Tula,1
Calle Andrés Henestrosa,1
Privada Retorno 1 Javier Rojo Gómez,1
Chicago,1
Cerrada Segunda Salvador Novo,1
Cerrada Primera Luz Saviñón,1
Calle Cuanalá,1
Calle Sur 79,1
Andador 9,1
Cerrada Quinta Astilleros,1
Calle Ejido Huipulco,1
Calle Puerto Kino,1
Salviarreal,1
Calle Estafetas,1
Cerrada de Antonio Noemi,1
Calle Ocoxóchitl,1
Calle los Ángeles,1
Calle Ciruelo,1
Avenida de la Cruz,1
Retorno 7 de Fray Servando Teresa de Mier,1
Calle Villa Inferior,1
Calle Lago Ness,1
Calle Norte 1-C,1
Privada 5 de Febrero,1
Calle Rosa de Fuego,1
Calle Luis G. de León,1
Calle Celaya,1
Calle Tepetenchi,1
Andador Oriente 112 A,1
Calle Saúl,1
Calle 3 Alejo Rico,1
Avenida Fuerte de Loreto,1
Calle Sagú,1
Calle Rancho Upácuaro,1
Calle Marcos Rodríguez,1
Retorno Sur 2 A,1
Calle Triquis,1
Calle Sur 118,1
Ampl. Federico Montes,1
Calle Cuahutemoc,1
Cerrada 4ª Francisco I. Madero,1
Andador 4 Aztecas,1
Calle Dragón,1
Calle Carmen Norma,1
Callejón Cedro,1
Calle Oriente 91,1
Calle Eleuterio Méndez,1
Cerrada las Rosas,1
Amapola,1
Avenida Ozuluama,1
Avenida Esperanza,1
Calle Elías Salomonis,1
Calle Séptima Gitana,1
Cerrada Primera Las Cruces,1
Calle Cerro del Ajusco,1
Calle Plaza Tlaxcuaque,1
Calle 2 Ángel Pérez,1
Calle Artilleros,1
Calle Grandeza Mexicana,1
Avenida Francisco I. Madero,1
Calle Ocaso,1
Cerrada Tercera Capulín,1
Calle 32 Norte,1
Calle Cesáreo Castro,1
Andador Granada,1
Calle Molino,1
Calle Anahuac,1
Calle Nicolás Fernández,1
10 de Diciembre,1
Calle Tiburcio Montiel,1
Calle Francisco Girardon,1
Privada Refinería Comalcalco,1
Calle San Lucas,1
Calle Ganadería,1
Madero,1
Calle Golfo de Guayaquil,1
Calle Hacienda de Corralejo,1
General Mariano Arista,1
Cerrada 3º Meseta,1
Privada Nube,1
Calle Austriacos,1
Avenida 14,1
Calle Hacienda de la Huerta,1
Calle Sur 18,1
Calle Alicante,1
Cerrada Confiteras,1
Calle Netzahualcólyotl,1
Oriente 69 A,1
Calle Doctor Gilberto Bolaños Cacho,1
Privada Monserrat,1
5a Cerrada de Observatorio,1
Privada 5,1
Calle Batalla de Tierra Blanca,1
El Laurel,1
Calle Norte 62 A,1
Calle 46,1
Calle Aries,1
Cerrada Oriente 259,1
Cerrada Primera Salvador Novo,1
Calle China,1
Privada Reforma Urbana,1
Calle Comunicaciones,1
Calle Piedras Negras,1
Peatonal Avenida Heróico Colegio Militar,1
Cerrada Primera Villa Fufre,1
Calle Pablo L. Sidar,1
Cerrada Nezahualcóyotl,1
Sor Juana Inés de la Cruz,1
Cerrada Tercera Camino Real,1
Calle Segovia,1
Calle Margil,1
Retorno 1 Sur 4,1
2a. Cerrada Avellano,1
Cerrada Segunda Central,1
Calle San Ciprián,1
Privada Centella,1
Calle San Nicolás,1
Cerrada 2A,1
Calle Roque Ortega,1
Andador 2 Preciat,1
Privada La Paz,1
Calle Popo,1
Calle Emiliano Morales,1
Andador Puente de Cuadritos,1
Plaza Quetzalcóatl,1
Calle Sur 113,1
Calle Politécnico Nacional,1
Calle Sabadel,1
Calle La Gallera,1
Calle 41,1
Calle Paseo de los Naranjos,1
Cerrada Buenavista,1
Renán,1
Calle Villa del Mar,1
Calle Juan A. Mateos,1
Calle Miguel Cabrera,1
Calle Bahía de Todos los Santos,1
Calle Sahuaripa,1
Calle Bajamares,1
Avenida Las Flores,1
Calle Centella,1
Calle Rondalla,1
Calle Rochester,1
Amacuzac,1
Calle Castilla,1
Calle Basiliso Romo Anguiano,1
Calle 157,1
Calle Adriana,1
Calle Rosa Damasco,1
Cerrada Fray Bartolomé,1
Calle Tlalmanalco,1
Calle Alemán,1
Calle Garanbullo,1
Calle Sardónica,1
Calle Zinnia,1
Calle Martos,1
Calle Segunda Cerrada de Alhelí,1
Calle Teneria,1
Calle Rea,1
Calle G.,1
Calle Jardín Bugambilias,1
Privada de la Constitución,1
Calle San Agustín,1
Calle Cerro 3 Marías,1
Cerrada 4,1
Calle Ramón Corona,1
Callejón Las Margaritas,1
Calle Ejido de San Martín,1
Calle 8 de Septiembre,1
Calle Humboldt,1
Andador Prolongación Tecalcapa,1
Calle Limón,1
Calle Cebadales,1
Calle Guijas,1
Calle Héroes del 47,1
Calle Heliópolis,1
Calle 22,1
Calle Cabuernica,1
Calle Butacaris,1
Vaquero,1
Calle Comitán,1
Cerro de los Hornos,1
Calle León Guzmán,1
Calle Segunda Minas,1
Calle Poniente 145,1
Santa Lucía,1
Plaza Roja,1
Calle Manuel Salazar,1
Cerrada Calli,1
Calle de Temax,1
Avenida 9-A,1
Manuel Cañas,1
Privada Titanio,1
Calle Regidor,1
Calle Papatzin,1
Privada Curio,1
Calle Manizales,1
Avenida La Presa,1
Privada 2ª Profesora Aurora Reza,1
Cerrada Paseo de las Higueras,1
Avenida Exploradores de Zaragoza,1
General Luis G Chilardi,1
Cerrada Millet,1
Calle Perla,1
Calle Manuel Toussaint,1
Callejón de Mila,1
Calle Cuatotonque,1
Calle Paisajistas,1
Calle Norte 40,1
Cerrada Camino de Piedra,1
Privada Constitución de 1857,1
Callejón Hormiguero,1
Privada Retorno 39,1
Senda Bulevar Toluca,1
Calle Santiago Pou,1
Callejón Nardo,1
Calle 57 A,1
Privada Emperador,1
Calle Sur 151,1
Privada Estatua de la Libertad,1
Cerrada la Troje,1
Calle Encantada,1
Calle Sur 12,1
Calle Abedul,1
Cerrada de la Paz,1
Calle Hipólito Taine,1
Calle Donceles,1
Calle Roberto Ríos Elizondo,1
Calle Antonio Sierra,1
Calle Ex-Hacienda de Eslava,1
Calle Loma del Convento,1
Calle Agárico,1
Calle Juan Cordero,1
Calle Mixcalco,1
Calle María Estuardo,1
Calle Rancho San Lorenzo,1
Cecilio Robelo Sur,1
Privada Alicia,1
Privada Lucero,1
Avenida 631,1
Segunda Cerrada Guillermo Prieto,1
Calle Hegel,1
Calle Estragón,1
Calle Doctor Alfonso Cabrera,1
Calle Oriente 217 A,1
Primera Privada de Xitle,1
Cerrada Primera Canal de San Juan,1
Calle Panticosa,1
Calle Praga,1
Calle Parque del Virrey,1
Privada Serpentina Verde,1
Calle San Esmeralda,1
Calle Coronas,1
Tercera Cerrada Belén,1
Calle Mineros,1
Calle Norte 13,1
Calle General Jesús García Morales,1
Avenida Llano de los Báez,1
Andador Fuente de la Rana,1
Calle Tres Zapotes,1
Calle 5 Casimiro del Valle,1
Calle Sanahcat,1
Calle Estudios San Ángel Inn,1
Calle Sur 139,1
Retorno 11,1
Avenida 5 Poniente,1
Calle Jardineros,1
Calle León Cavallo,1
Cerrada Olivarito,1
Calle Montecito,1
Calle Mario Moreno Cantínflas,1
Calle Sur 73 B,1
Calle Cairo,1
Calle Gaviotas,1
Calle Clemente Rueda,1
Calle Ejido Copilco,1
Calle Prosperidad,1
Segunda Cerrada Paraíso del Rosal,1
Calle Lisboa,1
Calle Cholula,1
Calle Iglesia de Santo Domingo,1
Calzada Navitivas,1
Pasaje José María Velasco,1
Calle Canal Alfonso Xiii,1
Privada 1M-16,1
Cond. Torre C,1
Calle Loma del Padre,1
Calle 22 de Diciembre de 1860,1
Calle Lago Naur,1
Cerrada Américas,1
Retorno 202,1
Calle Ezequiel,1
Calle Fortuna,1
Nochebuena,1
Calle Portal de las Flores,1
Calle Factor,1
Calle Trébol Norte,1
Calle Pedro Mascagni,1
9° Andador de Cafetales,1
Calle Paseo del Río,1
Callejón de la Parroquia,1
Calle Doctor Andrade,1
Calle Sur 10,1
Calle Monte Athos,1
Calzada de la Ronda,1
Calle Nogal de Castilla,1
Calle Villa Berthel,1
Calle Treveris,1
Sexta Cerrada Acueducto,1
Callejón de las Rosas,1
Calle Altadena,1
Avenida de los Reyes,1
República de Guatemala,1
Calle Cerro del Cubilete,1
Francisco Zarco,1
Calle Arcos Oriente,1
Privada Martín Mendalde,1
Calle Cerro de San Juan,1
Calle Cerrada Oriente 217 A,1
Cerrada Ocote,1
Calle Zapotla,1
Camino Antiguo a San Pedro,1
Calle Playa Guitarrón,1
Calle de la Repúbclica de Nicaragua,1
AutoMac,1
Calle José María Iglesias,1
Quinta Cerrada Cañaverales,1
Calle Plaza Victoria,1
puente el yaqui,1
Calle Dulce Olivia,1
Avenida La Teja,1
Privada Jazmín,1
Calle Chabacanos,1
Calle Atotonilco,1
Calle Poniente 15,1
Privada Pablo Ucello,1
Calle Emilio Dondé,1
Av San Buenaventura,1
Circuito Río Tacámbaro,1
Avenida Pavo Real,1
Calle París,1
Calle Norte 80,1
Calle Miguel Ángel Asturias,1
Prolongación Necaxa,1
Calle Rebeca,1
Calle Ejido de Coatepec,1
Andador Gladiola,1
Calle R. de Alejandría,1
Calle Paris,1
Privada Canaima,1
Calle Retoño,1
Calle Etna,1
2a Cerrada de Monzón,1
Cerrada Otzoloapan,1
Calle Ejido de Huexoculco,1
Calle de las Vizcaínas,1
Calle Enrique Flores Magón,1
Privada Amapola,1
Carretera Camino Viejo a Tulyehualco,1
Privada Abasolo,1
Calle A. Sánchez Molina,1
Privada Tlalaxco,1
Calle Miguel Ángel,1
Andador E,1
Cerrada 4º Meseta,1
Monserrat,1
Calle Ocotepec,1
Privada Nicolás Bravo,1
Francisco Xavier Salazar,1
Calle General Pedro Negrete,1
